100;0;724.793;-722.793
100;0;1.7212;0.278802
100;0;1.96961;0.0303931
100;0;1.99028;0.00971532
100;0;1.89492;0.105082
100;0;1.98776;0.0122364
100;0;2.00906;-0.00905526
100;0;1.95479;0.04521
100;0;1.96482;0.0351795
100;0;2.02256;-0.0225631
100;0;2.00639;-0.00639355
100;0;2.02675;-0.0267535
100;0;1.97261;0.0273882
100;0;2.04417;-0.0441688
100;0;2.03501;-0.0350112
100;0;1.91469;0.085307
100;0;2.07851;-0.0785106
100;0;1.95632;0.0436813
100;0;2.02252;-0.0225207
100;0;1.94726;0.0527394
100;0;2.04035;-0.0403494
100;0;1.99938;0.000619292
100;0;2.01299;-0.0129918
100;0;1.95185;0.0481459
100;0;2.01728;-0.0172812
100;0;2.04724;-0.0472394
100;0;1.91897;0.0810345
100;0;2.06848;-0.0684766
100;0;1.93887;0.0611268
100;0;2.04895;-0.0489484
100;0;2.03377;-0.0337738
100;0;1.98645;0.0135539
100;0;2.04043;-0.0404326
100;0;1.91897;0.0810324
100;0;2.0263;-0.0263046
100;0;1.97432;0.0256797
100;0;2.02404;-0.024036
100;0;1.97928;0.0207164
100;0;1.99596;0.00403869
100;0;2.05944;-0.059436
100;0;1.97332;0.0266839
100;0;1.99337;0.00663185
100;0;1.98571;0.0142934
100;0;1.98925;0.0107526
100;0;1.96526;0.034742
100;0;2.05932;-0.0593177
100;0;1.9858;0.0142019
100;0;2.02897;-0.0289658
100;0;1.95679;0.0432054
100;0;2.02692;-0.0269212
100;-0.055309;2.01128;-0.011283
100;0.26095;1.94677;0.0532339
100;-0.393274;2.08023;-0.080228
100;0.0876679;1.98212;0.0178843
100;-0.0313842;2.0064;-0.00640237
100;0.0859855;1.98246;0.0175411
100;-0.0596683;2.01217;-0.0121723
100;0.113388;1.97687;0.0231311
100;0.0587351;1.98802;0.011982
100;-0.156337;2.03189;-0.0318927
100;-0.0711078;2.01451;-0.014506
100;-0.0382247;2.0078;-0.00779784
100;0.30918;1.93693;0.0630728
100;-0.306738;2.06257;-0.0625745
100;-0.126396;2.02578;-0.0257849
100;0.401706;1.91805;0.081948
100;-0.343965;2.07017;-0.0701689
100;0.218661;1.95539;0.0446068
100;-0.195063;2.03979;-0.0397929
100;0.0568248;1.98841;0.0115923
100;0.0233329;1.99524;0.00475991
100;-0.220438;2.04497;-0.0449694
100;0.952599;1.80567;0.19433
10;1.52818;1.68825;0.311749
10;-8.7674;1.98855;-1.78855
10;-9.69682;2.17815;-1.97815
10;-5.33513;1.28837;-1.08837
10;-0.651205;0.332846;-0.132846
10;0.0742273;0.184858;0.0151424
100;0.17015;0.165289;0.0347106
100;9.22867;0.117352;1.88265
100;9.31801;0.0991267;1.90087
100;4.51685;1.07856;0.921437
100;0.400373;1.91832;0.0816761
100;-1.58168;2.32266;-0.322663
100;-1.37366;2.28023;-0.280226
100;-1.01292;2.20664;-0.206636
100;0.435699;1.91112;0.0888827
100;0.706066;1.85596;0.144037
100;0.0202142;1.99588;0.00412369
100;0.530384;1.8918;0.108198
100;-0.213284;2.04351;-0.0435098
100;0.318597;1.93501;0.0649939
100;-0.173887;2.03547;-0.035473
100;0.0906394;1.98151;0.0184904
100;0.226419;1.95381;0.0461894
100;-0.518633;2.1058;-0.105801
100;0.0107201;1.99781;0.00218689
100;0.0410974;1.99162;0.00838387
100;0.286431;1.94157;0.0584319
100;-0.0791497;2.01615;-0.0161465
100;-0.464726;2.0948;-0.0948042
100;0.666902;1.86395;0.136048
100;0.0510268;1.98959;0.0104095
100;0.113785;1.97679;0.0232122
100;-0.542688;2.11071;-0.110708
100;0.263826;1.94618;0.0538205
100;-0.153466;2.03131;-0.0313071
100;0.0236414;1.99518;0.00482285
100;0.0926507;1.9811;0.0189008
100;-0.204868;2.04179;-0.041793
100;0.0949958;1.98062;0.0193791
100;0.237702;1.95151;0.0484911
100;0.0643087;1.98688;0.013119
100;-0.17004;2.03469;-0.0346881
100;-0.237765;2.0485;-0.048504
100;0.0323729;1.9934;0.00660408
100;0.120348;1.97545;0.024551
100;0.0197776;1.99597;0.00403464
100;-0.0859961;2.01754;-0.0175432
100;0.300268;1.93875;0.0612546
100;-0.210555;2.04295;-0.0429531
100;0.091139;1.98141;0.0185924
100;-0.18067;2.03686;-0.0368568
100;0.13452;1.97256;0.0274421
100;-0.185019;2.03774;-0.0377439
100;-0.00911075;2.00186;-0.00185859
100;0.0340588;1.99305;0.00694799
100;-0.0632119;2.0129;-0.0128952
100;0.304138;1.93796;0.0620441
100;-0.0574302;2.01172;-0.0117158
100;0.332154;1.93224;0.0677595
