815.097;-31.0594;-66.6361;5456.04;100;36373.6;-816.906;0
815.119;-31.064;-65.1385;9.98486;100;-36307;0.00227141;0
815.086;-31.0586;-63.6786;9.73528;100;-1.66384;0.0397079;0
815.097;-31.0602;-62.152;10.1776;100;2.94902;-0.0266451;0
815.135;-31.0664;-60.5792;10.4883;100;2.07122;-0.0732473;0
815.155;-31.0693;-59.025;10.3624;100;-0.8395;-0.0543586;0
815.205;-31.0772;-57.4644;10.4096;100;0.314617;-0.0614375;0
815.217;-31.0789;-55.9596;10.0319;100;-2.51792;-0.00478435;0
815.176;-31.0721;-54.5325;9.51838;100;-3.42344;0.072243;0
815.152;-31.0678;-53.0534;9.86167;100;2.28858;0.0207499;0
815.153;-31.0678;-51.535;10.1227;100;1.74045;-0.0184102;0
815.174;-31.0696;-50.0105;10.1645;100;0.278575;-0.0246781;0
815.194;-31.0727;-48.4608;10.3321;100;1.11693;-0.049809;0
815.161;-31.0673;-47.0066;9.69734;100;-4.23148;0.0453994;0
815.185;-31.0711;-45.4911;10.1043;100;2.71302;-0.0156435;0
815.24;-31.08;-43.8811;10.7398;100;4.23682;-0.110972;0
815.219;-31.0768;-42.4395;9.61207;100;-7.5183;0.0581896;0
815.205;-31.0746;-40.9695;9.80031;100;1.25498;0.0299525;0
815.171;-31.0688;-39.5038;9.77393;100;-0.175889;0.03391;0
815.17;-31.069;-38.003;10.0052;100;1.54205;-0.000786066;0
815.217;-31.0766;-36.3974;10.709;100;4.69155;-0.106346;0
815.211;-31.0756;-34.9063;9.94017;100;-5.12532;0.00897372;0
815.19;-31.0721;-33.4637;9.61886;100;-2.14211;0.0571712;0
815.238;-31.0799;-31.9172;10.3148;100;4.6394;-0.0472153;0
815.282;-31.0868;-30.4247;9.9547;100;-2.40046;0.00679505;0
815.301;-31.0869;-28.9027;10.1472;100;1.28331;-0.0220795;0
815.317;-31.088;-27.4054;9.98244;100;-1.09837;0.00263393;0
815.346;-31.093;-25.8852;10.1365;100;1.02734;-0.0204811;-0.0910271
815.341;-31.0925;-24.3727;10.0838;100;-0.351461;-0.0125732;-0.0558811
815.325;-31.0902;-22.8946;9.85443;100;-1.52924;0.0218347;0.0970432
815.323;-31.087;-21.3827;10.0792;100;1.49846;-0.0118806;-0.0528028
815.382;-31.097;-19.8115;10.4826;100;2.68904;-0.0723841;-0.321707
815.318;-31.0871;-18.4229;9.26737;100;-8.10127;0.109895;0.48842
815.324;-31.0887;-16.919;10.0261;100;5.05818;-0.00391448;-0.0173977
815.311;-31.0841;-15.4029;10.1076;100;0.543238;-0.0161374;-0.0717216
815.345;-31.0901;-13.8793;10.1597;100;0.347188;-0.0239491;-0.106441
815.392;-31.0983;-12.3152;10.4325;100;1.8188;-0.064872;-0.28832
815.354;-31.0927;-10.8681;9.65067;100;-5.21207;0.0523995;0.232887
815.388;-31.0957;-9.32842;10.2668;100;4.10777;-0.0400255;-0.177891
815.335;-31.0878;-7.84011;9.92866;100;-2.25449;0.0107006;0.0475581
815.327;-31.0872;-6.38789;9.68163;100;-1.64687;0.0477551;0.212245
815.326;-31.0855;-4.89687;9.9401;100;1.72313;0.00898468;0.0399319
815.305;-31.083;-3.45246;9.63045;100;-2.06437;0.055433;0.246369
815.305;-31.0837;-1.90095;10.3434;100;4.75299;-0.0515093;-0.22893
815.328;-31.085;-0.369161;10.2131;100;-0.868944;-0.0319581;-0.142036
815.331;-31.0867;1.13184;10.0067;100;-1.37544;-0.00101066;-0.00449181
815.367;-31.0929;2.66512;10.2247;100;1.45276;-0.0336977;-0.149768
815.336;-31.089;4.14829;9.88999;100;-2.23104;0.0165006;0.073336
815.396;-31.0998;5.72882;10.5447;100;4.3649;-0.0817095;-0.363153
815.341;-31.0918;7.11453;9.24527;100;-8.66308;0.11321;0.503154
815.365;-31.0934;8.63583;10.1433;100;5.98672;-0.0214913;-0.0955168
815.32;-31.087;10.0872;9.68034;100;-3.08626;0.0479496;0.213109
815.314;-31.0873;11.6093;10.1478;100;3.11628;-0.0221668;-0.0985193
815.361;-31.0956;13.171;10.416;100;1.78836;-0.0624049;-0.277355
815.331;-31.0922;14.6305;9.7323;100;-4.5582;0.0401547;0.178465
815.37;-31.0991;16.1812;10.3409;100;4.05714;-0.0511309;-0.227248
815.333;-31.0942;17.6066;9.50586;100;-5.56674;0.0741208;0.329426
815.361;-31.0995;19.1783;10.4799;100;6.49359;-0.071985;-0.319933
815.335;-31.0926;20.6208;9.6188;100;-5.74068;0.0571804;0.254135
815.327;-31.0923;22.0876;9.77842;100;1.06418;0.0332363;0.147717
815.353;-31.0971;23.5943;10.0462;100;1.78488;-0.00692344;-0.0307708
815.369;-31.1004;25.1127;10.1234;100;0.515232;-0.0185162;-0.0822941
815.246;-31.0918;26.6088;10.0075;100;-0.773118;-0.00112104;-0.00498242
814.688;-31.0054;27.6127;7.679;20;-15.5232;0.34815;1.54733
814.425;-30.9542;28.8617;8.51644;20;5.58294;-0.977466;-4.34429
814.406;-30.9229;30.2609;9.33078;20;5.42895;-1.09962;-4.88719
814.371;-30.9151;31.7168;9.70944;20;2.52436;-1.15642;-5.13963
814.812;-30.9452;32.5187;6.1045;20;-24.0329;-0.615674;-2.73633
815.243;-30.9874;33.1437;5.07084;20;-6.89103;-0.460626;-2.04723
815.428;-31.0382;33.542;2.94501;20;-14.1722;-0.141751;-0.630005
815.447;-31.0543;33.8305;1.93067;20;-6.76222;0.0103988;0.0462168
815.409;-31.0594;34.1203;1.94899;20;0.122075;0.00765207;0.0340092
815.384;-31.0569;34.3878;1.79164;20;-1.04897;0.031254;0.138907
815.348;-31.0689;34.6594;1.82797;20;0.242186;0.0258048;0.114688
815.36;-31.0643;34.9859;2.17854;20;2.33714;-0.0267808;-0.119026
815.338;-31.0712;35.2613;1.8418;20;-2.24492;0.0237299;0.105466
815.35;-31.0693;35.5644;2.022;20;1.20135;-0.00330052;-0.014669
815.346;-31.0705;35.8663;2.0129;20;-0.0606871;-0.00193506;-0.00860029
815.329;-31.072;36.1381;1.81561;20;-1.31527;0.0276586;0.122927
815.315;-31.0689;36.4402;2.01596;20;1.33568;-0.00239426;-0.0106412
815.305;-31.0727;36.7551;2.10073;20;0.565141;-0.0151099;-0.0671552
815.299;-31.0691;37.0429;1.91938;20;-1.209;0.0120926;0.0537448
815.321;-31.0733;37.3845;2.28223;20;2.419;-0.042335;-0.188156
815.333;-31.0752;37.7109;2.17777;20;-0.696394;-0.0266662;-0.118516
815.352;-31.0773;38.0079;1.98351;20;-1.29508;0.00247306;0.0109914
815.375;-31.0804;38.3302;2.15501;20;1.14329;-0.023251;-0.103338
815.371;-31.0777;38.6094;1.86135;20;-1.95769;0.0207971;0.0924317
815.37;-31.077;38.9261;2.11127;20;1.66614;-0.016691;-0.0741822
815.401;-31.082;39.2674;2.28494;20;1.15777;-0.0427409;-0.18996
815.443;-31.0857;39.6248;2.39858;20;0.75758;-0.0597865;-0.265718
815.5;-31.0992;39.9737;2.35955;20;-0.260199;-0.053932;-0.239698
815.536;-31.1038;40.297;2.16813;20;-1.27611;-0.0252196;-0.112087
815.564;-31.1068;40.6306;2.23232;20;0.427944;-0.0348483;-0.154881
815.587;-31.1103;40.9298;2.00099;20;-1.54219;-0.000149071;-0.000662539
815.606;-31.1133;41.248;2.12481;20;0.825445;-0.0187216;-0.0832069
815.641;-31.1187;41.5978;2.34345;20;1.4576;-0.0515175;-0.228966
815.668;-31.1223;41.924;2.18254;20;-1.07276;-0.0273805;-0.121691
