815.107;-31.0605;-66.6105;5456.09;100;36374;-816.914;0
815.132;-31.0657;-65.1077;10.0203;100;-36307.2;-0.00304854;0
815.095;-31.0597;-63.653;9.70104;100;-2.12854;0.0448436;0
815.107;-31.0615;-62.1243;10.1914;100;3.26876;-0.0287036;0
815.158;-31.0697;-60.4948;10.8687;100;4.5153;-0.130298;0
815.17;-31.0713;-58.9955;9.99619;100;-5.81638;0.000570655;0
815.22;-31.0792;-57.4442;10.3473;100;2.34101;-0.0521021;0
815.228;-31.0802;-55.9414;10.0185;100;-2.192;-0.00278211;0
815.178;-31.0719;-54.5254;9.44646;100;-3.81389;0.0830305;0
815.161;-31.0688;-53;10.1694;100;4.81988;-0.0254167;0
815.175;-31.071;-51.4982;10.013;100;-1.04299;-0.00194955;0
815.192;-31.0736;-49.9806;10.118;100;0.700251;-0.0177052;0
815.205;-31.0757;-48.4377;10.2859;100;1.11938;-0.0428913;0
815.173;-31.0705;-46.9845;9.69031;100;-3.97084;0.0464526;0
815.179;-31.0714;-45.4487;10.2387;100;3.6562;-0.0358119;0
815.243;-31.0801;-43.873;10.5137;100;1.83311;-0.077057;0
815.219;-31.0761;-42.4371;9.57416;100;-6.26371;0.0638764;0
815.204;-31.0737;-40.9678;9.79538;100;1.47482;0.0306931;0
815.154;-31.0656;-39.4745;9.96134;100;1.10641;0.00579882;0
815.179;-31.0698;-37.9471;10.1839;100;1.48359;-0.0275818;0
815.214;-31.0755;-36.3892;10.3889;100;1.36672;-0.0583332;0
815.214;-31.0755;-34.9013;9.919;100;-3.13257;0.0121496;0
815.182;-31.0704;-33.4684;9.55514;100;-2.42572;0.0667284;0
815.245;-31.0804;-31.8643;10.7024;100;7.64845;-0.105362;0
815.283;-31.0866;-30.3748;9.93334;100;-5.12714;0.00999892;0
815.293;-31.0883;-28.906;9.79239;100;-0.939668;0.0311415;0
815.318;-31.0925;-27.3991;10.0474;100;1.69984;-0.00710475;0
815.348;-31.0945;-25.8741;10.1685;100;0.807527;-0.0252742;-0.140412
815.353;-31.094;-24.3167;10.3829;100;1.42938;-0.0574353;-0.319085
815.327;-31.0901;-22.8532;9.75807;100;-4.16557;0.03629;0.201611
815.325;-31.09;-21.3792;9.82726;100;0.461273;0.0259113;0.143952
815.377;-31.099;-19.8149;10.4347;100;4.0499;-0.0652113;-0.362285
815.313;-31.0891;-18.425;9.27597;100;-7.72514;0.108604;0.603357
815.332;-31.0895;-16.8716;10.3567;100;7.20459;-0.053499;-0.297217
815.309;-31.0863;-15.3983;9.82311;100;-3.55701;0.0265336;0.147409
815.353;-31.094;-13.8673;10.2113;100;2.58807;-0.031698;-0.1761
815.396;-31.1013;-12.3052;10.4179;100;1.37711;-0.0626831;-0.348239
815.364;-31.0968;-10.8599;9.63801;100;-5.19918;0.0542985;0.301658
815.391;-31.0987;-9.28669;10.4893;100;5.67525;-0.0733945;-0.407747
815.333;-31.09;-7.84943;9.58975;100;-5.99697;0.0615373;0.341874
815.323;-31.0891;-6.39232;9.71432;100;0.83046;0.0428519;0.238066
815.322;-31.0899;-4.90062;9.94469;100;1.5358;0.00829649;0.0460916
815.312;-31.0859;-3.40008;10.0039;100;0.394516;-0.000580072;-0.00322262
815.311;-31.0863;-1.89083;10.0616;100;0.385138;-0.00924575;-0.0513653
815.331;-31.0903;-0.358474;10.2166;100;1.03291;-0.0324861;-0.180478
815.334;-31.0918;1.17028;10.1917;100;-0.165819;-0.0287552;-0.159751
815.362;-31.0972;2.69718;10.1812;100;-0.0701268;-0.0271773;-0.150985
815.342;-31.0926;4.15383;9.71202;100;-3.12772;0.0431964;0.23998
815.391;-31.1012;5.72044;10.4494;100;4.91588;-0.0674108;-0.374505
815.344;-31.0942;7.11846;9.32562;100;-7.4919;0.101157;0.561982
815.375;-31.1002;8.65193;10.2253;100;5.99808;-0.0337999;-0.187777
815.323;-31.0891;10.1351;9.89409;100;-2.20825;0.0158857;0.088254
815.312;-31.0881;11.6101;9.83388;100;-0.401401;0.0249171;0.138428
815.359;-31.0963;13.1708;10.4092;100;3.8352;-0.0613748;-0.340971
815.336;-31.0933;14.6356;9.76664;100;-4.2835;0.0350039;0.194466
815.365;-31.0983;16.1691;10.2252;100;3.05722;-0.0337836;-0.187686
815.33;-31.09;17.6404;9.81133;100;-2.75925;0.0282996;0.15722
815.36;-31.0953;19.174;10.226;100;2.76461;-0.033904;-0.188355
815.343;-31.0924;20.629;9.70068;100;-3.50234;0.0448985;0.249436
815.337;-31.0914;22.0976;9.79108;100;0.602703;0.0313377;0.174099
